avgAnnCount,incidenceRate,studyPerCap,AvgHouseholdSize,PctNoHS18_24,PctHS18_24,PctUnemployed16_Over,PctBlack,PctAsian,PctOtherRace,BirthRate,TARGET_deathRate,binnedInc,Geography
206.0,532.5,0.0,2.51,16.1,39.5,11.1,2.488,0.08,0.904,6.638,193.5,BIN_2,EAST
379.0,492.7,0.0,2.4,25.1,34.5,9.8,2.641,0.453,0.122,3.126,198.7,BIN_3,EAST
343.0,496.6,14.584,2.7,13.6,45.4,8.4,7.531,0.46,2.294,5.976,187.2,BIN_4,EAST
970.0,450.4,26.791,2.76,8.1,32.0,6.8,13.485,2.994,0.864,4.948,177.6,BIN_4,EAST
134.0,535.4,0.0,2.61,12.6,56.0,14.1,0.222,0.113,0.05,5.678,255.9,BIN_1,EAST
81.0,465.4,0.0,2.56,12.9,41.1,9.0,0.212,0.0,0.391,3.241,227.4,BIN_3,EAST
106.0,486.5,0.0,2.53,13.8,43.9,5.2,2.258,0.152,0.381,3.647,225.1,BIN_3,EAST
88.0,514.7,301.682,2.57,10.5,47.3,10.1,1.558,1.167,0.647,2.998,230.1,BIN_2,EAST
1019.0,472.8,344.408,2.32,13.0,38.0,8.2,1.934,0.584,0.796,4.794,187.2,BIN_2,EAST
828.0,470.6,102.279,2.7,14.0,35.1,6.0,6.919,1.272,1.194,5.057,162.5,BIN_5,EAST
298.0,484.6,32.326,2.82,14.8,44.9,10.6,18.155,0.76,0.251,6.761,208.4,BIN_4,EAST
42.0,462.6,0.0,2.65,27.6,46.8,10.5,11.961,1.23,0.0,9.778,217.0,BIN_2,EAST
117.0,526.2,0.0,2.59,11.1,49.3,9.5,0.56,0.058,0.068,3.464,221.3,BIN_2,EAST
36.0,468.4,0.0,2.61,10.4,52.5,11.2,0.554,0.751,0.0,4.545,174.1,BIN_1,EAST
215.0,453.3,0.0,2.51,16.8,47.8,8.0,1.312,0.487,2.482,6.994,209.6,BIN_1,EAST
663.0,451.1,47.505,2.29,7.4,29.7,6.2,3.945,1.364,0.431,4.082,176.7,BIN_3,EAST
93.0,434.8,0.0,2.48,17.5,51.1,12.2,6.173,0.249,0.385,6.409,201.4,BIN_1,EAST
182.0,443.1,0.0,2.32,3.9,21.6,11.2,9.104,0.145,0.636,5.006,205.4,BIN_1,EAST
788.0,443.4,118.107,2.86,16.2,30.4,4.2,4.375,3.561,0.641,4.474,139.0,BIN_5,EAST
573.0,463.3,23.272,2.72,13.6,40.3,6.5,6.762,1.325,1.637,4.28,179.2,BIN_5,EAST
248.0,394.3,0.0,2.68,24.2,51.2,4.3,21.178,0.613,2.353,7.106,245.2,BIN_2,CENTER
57.0,401.3,0.0,3.05,21.2,46.7,3.9,1.961,0.376,2.289,10.782,182.2,BIN_5,CENTER
474.0,499.2,11.331,2.77,14.5,33.8,9.1,15.096,0.966,3.437,5.728,168.3,BIN_2,CENTER
165.0,433.4,0.0,2.46,23.3,38.4,6.8,1.684,1.663,2.137,8.072,194.6,BIN_3,CENTER
33.0,289.2,0.0,2.6,19.0,38.8,3.0,1.037,0.467,1.526,3.583,138.8,BIN_5,CENTER
12.0,435.7,0.0,2.63,8.3,57.7,1.1,1.184,0.0,4.426,2.949,213.4,BIN_5,CENTER
186.0,387.6,454.217,3.04,19.4,36.3,6.5,0.784,0.312,4.055,5.556,169.1,BIN_4,CENTER
140.0,398.2,0.0,2.59,17.1,49.5,6.2,8.838,0.0,3.455,4.631,160.1,BIN_5,CENTER
26.0,334.4,0.0,2.92,48.9,43.9,4.3,2.063,0.407,12.139,2.596,110.4,BIN_1,CENTER
122.0,388.9,0.0,2.45,21.8,48.5,4.8,1.414,0.216,0.543,6.419,140.0,BIN_4,CENTER
326.0,415.6,0.0,2.94,25.3,36.2,9.8,7.887,0.881,7.502,4.583,181.8,BIN_4,CENTER
102.0,341.0,0.0,2.85,25.6,40.9,7.0,8.72,0.233,6.798,8.618,151.6,BIN_2,CENTER
1184.0,475.2,8.957,2.89,10.7,38.6,9.5,21.533,2.857,4.428,5.835,177.3,BIN_4,CENTER
53.0,372.8,0.0,2.55,13.1,22.6,6.4,0.606,0.485,2.471,3.865,154.0,BIN_5,CENTER
107.0,393.2,0.0,2.52,16.3,37.7,7.9,1.497,0.445,1.541,3.009,190.7,BIN_3,CENTER
455.0,427.6,0.0,2.63,17.3,40.9,8.5,24.27,0.984,2.233,7.434,184.8,BIN_2,CENTER
1217.0,429.3,2.888,2.85,14.9,32.4,5.4,12.997,5.949,4.176,6.533,169.3,BIN_5,CENTER
545.0,424.7,51.154,2.58,5.3,12.5,6.4,10.752,5.739,6.532,4.691,151.8,BIN_2,CENTER
45.0,387.7,0.0,2.27,10.8,23.3,4.9,1.332,0.0,2.112,1.813,160.4,BIN_2,CENTER
35.0,408.0,0.0,3.31,25.2,31.3,19.8,0.083,1.87,11.951,6.831,173.3,BIN_1,CENTER
210.0,427.7,0.0,2.71,17.3,31.1,4.3,4.306,0.47,1.573,2.547,188.4,BIN_2,CENTER
98.0,508.0,0.0,2.35,20.3,39.6,10.1,41.947,0.007,1.102,7.939,224.0,BIN_1,CENTER
583.0,490.9,191.732,2.57,18.7,33.2,5.7,21.325,1.475,1.842,5.823,172.6,BIN_4,CENTER
1006.0,490.4,5.03,2.55,15.4,35.2,8.3,24.903,1.315,0.515,6.064,192.2,BIN_3,CENTER
57.0,467.6,0.0,2.48,26.3,37.5,10.2,17.568,0.14,0.0,2.079,200.1,BIN_1,CENTER
39.0,509.4,0.0,2.57,34.0,33.8,6.3,3.087,0.328,1.909,7.703,133.3,BIN_5,CENTER
63.0,504.4,0.0,2.48,35.1,42.5,8.3,32.458,0.039,0.088,2.469,224.9,BIN_1,CENTER
102.0,473.5,0.0,2.51,38.2,41.4,13.5,50.165,0.03,0.27,8.809,177.8,BIN_1,CENTER
116.0,480.4,0.0,2.33,26.8,36.0,11.7,41.225,0.147,0.196,2.773,216.1,BIN_1,CENTER
161.0,503.8,258.761,2.61,31.0,25.6,9.3,37.997,0.297,1.053,5.39,197.8,BIN_2,CENTER
41.0,512.7,0.0,2.26,39.7,47.0,19.2,69.711,0.16,0.16,4.306,250.7,BIN_1,CENTER
135.0,570.8,0.0,2.43,32.8,28.8,6.5,44.911,0.091,0.161,4.204,212.2,BIN_2,CENTER
169.0,459.2,0.0,2.65,33.7,36.0,10.4,27.861,0.068,1.652,8.602,211.4,BIN_1,CENTER
124.0,479.6,0.0,2.54,29.2,32.4,11.5,32.72,0.063,0.0,5.698,140.5,BIN_1,CENTER
111.0,482.7,0.0,2.63,15.8,51.4,9.2,14.39,0.085,1.565,3.729,222.7,BIN_2,CENTER
394.0,515.4,0.0,0.028,23.5,41.4,10.6,31.426,2.687,0.743,6.646,205.9,BIN_3,CENTER
211.0,586.2,0.0,2.61,25.2,34.0,7.9,48.148,0.06,0.295,4.87,225.1,BIN_3,CENTER
105.0,518.6,0.0,2.49,30.0,43.3,6.9,30.169,0.174,1.099,4.002,217.7,BIN_1,CENTER
179.0,499.6,0.0,2.65,28.0,36.5,9.2,17.147,0.334,0.34,7.155,208.0,BIN_2,CENTER
1015.0,487.3,79.134,2.55,15.2,24.7,6.3,25.684,1.561,0.635,5.986,182.9,BIN_4,CENTER
478.0,467.5,20.341,2.68,17.8,37.7,7.0,13.352,0.814,1.597,4.817,198.7,BIN_3,CENTER
81.0,464.8,0.0,2.46,30.8,51.2,6.3,11.216,0.054,0.154,5.144,209.6,BIN_3,CENTER
188.0,436.3,0.0,2.56,12.4,14.7,11.9,40.898,1.791,1.056,4.279,205.7,BIN_1,CENTER
594.0,494.6,0.0,2.79,21.6,36.1,7.0,6.147,0.408,0.913,5.711,186.5,BIN_5,CENTER
47.0,379.0,0.0,2.55,32.4,40.2,16.9,61.973,0.076,0.699,4.463,181.9,BIN_1,CENTER
155.0,457.3,37.886,2.5,30.7,38.5,8.0,47.29,0.255,0.637,4.979,186.4,BIN_1,CENTER
189.0,447.2,0.0,2.66,16.7,25.0,12.2,40.481,0.562,0.941,3.689,181.5,BIN_1,CENTER
760.0,480.9,140.341,2.55,17.0,29.6,8.0,37.273,0.899,0.48,6.07,199.7,BIN_2,CENTER
106.0,458.7,0.0,2.7,20.6,28.2,4.7,20.933,3.288,2.182,6.55,180.7,BIN_4,CENTER
146.0,507.4,44.942,0.026,34.2,22.9,8.3,35.901,0.32,0.68,4.276,188.2,BIN_3,CENTER
707.0,484.9,75.677,2.68,20.7,35.6,8.6,32.02,1.522,0.222,4.203,189.0,BIN_2,CENTER
46.0,431.7,0.0,2.54,19.0,37.4,9.2,38.991,0.079,0.419,10.409,172.2,BIN_1,CENTER
110.0,456.4,0.0,2.59,25.8,35.0,9.6,36.126,0.173,0.472,3.438,191.3,BIN_1,CENTER
157.0,500.4,82.692,2.6,21.8,47.6,10.6,16.748,0.408,0.454,6.367,202.5,BIN_2,CENTER
238.0,470.8,37.87,2.83,21.7,31.7,7.7,26.344,1.106,0.678,6.111,190.3,BIN_5,CENTER
61.0,461.5,0.0,2.59,26.3,27.5,14.4,52.681,0.0,0.009,3.088,212.5,BIN_1,CENTER
120.0,497.4,0.0,2.69,26.1,27.7,11.0,50.314,0.055,0.236,4.364,201.2,BIN_3,CENTER
209.0,460.8,0.0,2.83,21.2,31.0,9.2,54.344,0.476,0.985,4.727,200.6,BIN_3,CENTER
497.0,530.4,0.0,2.68,26.8,50.8,6.1,40.869,0.392,0.481,6.972,217.8,BIN_1,CENTER
272.0,499.7,0.0,2.77,19.8,37.3,7.2,29.742,1.033,0.74,6.464,198.1,BIN_3,CENTER
282.0,474.0,0.0,2.58,24.1,40.4,12.2,31.13,1.626,2.019,6.284,200.6,BIN_2,CENTER
1273.0,494.5,115.959,2.7,23.9,30.4,7.6,11.748,1.554,0.737,5.431,177.7,BIN_5,CENTER
27.0,389.0,0.0,0.025,40.4,30.7,15.6,56.468,0.0,0.572,2.926,142.5,BIN_1,CENTER
549.0,493.1,96.515,2.78,24.4,42.9,5.5,18.534,0.914,0.778,5.231,213.2,BIN_4,CENTER
134.0,463.9,0.0,2.6,25.2,42.7,7.7,25.895,0.186,1.189,4.316,220.2,BIN_2,CENTER
207.0,478.1,0.0,2.82,11.5,47.2,7.5,14.267,1.717,1.302,7.229,204.5,BIN_3,CENTER
296.0,536.6,0.0,2.54,23.9,43.1,15.0,30.131,0.206,0.185,6.368,224.8,BIN_1,CENTER
256.0,485.3,0.0,2.51,22.8,40.2,7.6,34.326,0.337,0.182,6.027,205.0,BIN_1,CENTER
126.0,526.7,0.0,2.61,18.4,35.9,6.5,37.813,0.572,0.576,5.538,182.8,BIN_4,CENTER
65.0,443.2,0.0,2.48,33.0,38.1,11.9,16.737,0.087,0.629,5.737,195.6,BIN_1,CENTER
73.0,429.0,0.0,3.04,10.1,20.8,8.5,45.715,0.039,0.253,6.8,148.2,BIN_4,CENTER
96.0,524.4,0.0,2.36,27.7,44.1,6.3,32.568,0.0,0.229,4.892,227.5,BIN_1,CENTER
486.0,472.8,14.571,2.24,12.8,34.5,7.5,0.743,0.497,0.223,5.029,188.2,BIN_1,EAST
1620.0,479.6,500.04,2.37,10.0,24.3,5.4,2.659,2.087,0.352,3.773,173.3,BIN_5,EAST
177.0,435.2,0.0,0.025,10.2,30.4,7.7,0.441,0.47,0.171,3.482,167.5,BIN_2,EAST
383.0,491.9,18.295,2.18,7.8,24.7,7.7,0.481,0.9,0.075,5.104,165.4,BIN_3,EAST
236.0,436.6,58.877,2.25,20.9,38.5,4.2,0.117,1.159,0.015,5.787,170.6,BIN_3,EAST
929.0,507.3,438.792,2.36,10.2,21.9,7.8,0.826,1.099,0.158,4.133,187.5,BIN_3,EAST
128.0,478.1,0.0,2.24,16.0,42.0,10.5,0.373,0.466,0.321,6.29,194.0,BIN_1,EAST
208.0,451.7,56.901,2.26,11.5,51.8,5.7,0.732,0.712,0.142,5.264,173.6,BIN_5,EAST
313.0,458.3,0.0,2.34,16.4,35.0,9.5,0.326,0.301,0.047,4.712,200.2,BIN_2,EAST
250.0,484.0,0.0,2.26,11.6,41.3,7.5,0.5,0.631,0.264,4.975,180.1,BIN_3,EAST
242.0,501.5,0.0,2.18,17.2,32.2,9.8,0.559,0.485,0.447,5.794,216.7,BIN_2,EAST
1246.0,497.7,159.07,2.4,9.3,36.1,5.9,0.684,1.128,0.174,5.051,173.7,BIN_5,EAST
517.0,519.3,261.968,2.33,9.2,30.0,10.0,8.019,0.865,0.283,4.614,172.2,BIN_2,EAST
406.0,444.5,0.0,2.87,8.1,38.4,7.6,12.707,1.402,0.489,3.454,175.2,BIN_5,EAST
174.0,465.1,0.0,2.7,19.6,41.1,8.8,13.802,0.508,1.886,5.404,185.6,BIN_4,EAST
862.0,456.2,89.484,2.73,6.6,30.1,4.6,3.253,1.689,0.458,4.319,171.1,BIN_5,EAST
522.0,484.3,419.996,0.027,17.2,34.7,7.5,6.759,1.288,0.933,4.297,195.5,BIN_5,EAST
572.0,420.5,0.0,2.84,11.5,35.7,6.3,42.246,3.263,0.956,4.693,186.7,BIN_5,EAST
210.0,481.6,0.0,2.41,21.2,29.0,10.4,28.026,1.008,1.915,5.457,185.4,BIN_2,EAST
1037.0,435.9,114.136,2.68,8.3,29.0,5.8,9.008,4.261,1.857,4.557,155.6,BIN_5,EAST
166.0,417.1,0.0,2.47,15.8,31.8,7.0,0.604,0.413,0.094,6.553,154.8,BIN_3,EAST
1302.0,485.5,79.907,2.69,9.1,35.9,6.4,13.338,2.795,1.182,6.156,169.9,BIN_5,EAST
140.0,461.7,0.0,2.39,7.8,27.3,7.2,15.379,0.969,0.136,4.529,180.0,BIN_4,EAST
254.0,429.6,0.0,2.75,13.6,34.7,5.3,7.407,0.87,0.451,5.627,173.8,BIN_5,EAST
433.0,423.2,17.951,2.79,12.5,28.6,4.8,14.254,2.681,0.583,5.419,181.5,BIN_5,EAST
280.0,454.6,213.265,2.3,16.1,39.3,6.7,11.887,1.482,0.704,3.328,161.9,BIN_5,EAST
782.0,457.0,73.537,2.5,18.0,33.7,8.5,10.273,1.669,0.653,5.939,181.0,BIN_5,EAST
564.0,532.1,224.675,2.62,8.6,26.1,8.8,24.144,3.048,1.02,5.356,204.3,BIN_4,EAST
413.0,499.8,0.0,2.45,13.7,43.7,9.9,14.15,1.5,0.217,5.626,186.8,BIN_5,EAST
1892.0,505.0,41.991,2.24,11.5,37.2,7.0,2.594,1.402,1.024,3.521,163.0,BIN_5,EAST
860.0,464.3,125.168,2.22,13.5,27.9,8.9,2.798,1.518,1.222,4.574,157.0,BIN_4,EAST
53.0,430.5,0.0,2.86,20.9,40.8,4.4,6.263,0.356,7.091,7.07,189.6,BIN_4,CENTER
192.0,424.8,0.0,2.68,11.9,28.7,5.1,17.146,1.77,1.151,5.054,158.0,BIN_5,CENTER
595.0,332.2,44.49,3.73,20.8,32.4,6.0,0.394,0.588,3.874,6.921,139.1,BIN_2,CENTER
202.0,424.5,0.0,2.77,16.7,46.6,6.6,14.385,0.056,1.9,5.699,173.1,BIN_3,CENTER
32.0,434.9,0.0,2.42,10.3,28.0,3.9,2.278,0.463,6.604,7.706,193.7,BIN_4,CENTER
554.0,403.5,83.52,2.45,7.9,39.9,6.1,10.42,2.054,2.684,6.108,184.8,BIN_3,CENTER
78.0,480.2,0.0,2.41,18.7,47.6,7.5,9.135,0.532,4.537,6.288,181.5,BIN_2,CENTER
73.0,345.6,0.0,3.51,24.7,49.0,11.5,1.65,0.064,2.854,4.799,167.3,BIN_1,CENTER
28.0,383.0,124.922,2.84,22.6,32.0,2.5,3.313,0.396,4.435,7.147,182.9,BIN_5,CENTER
248.0,389.3,0.0,2.86,17.7,35.2,7.5,1.187,0.402,1.532,7.013,180.0,BIN_5,CENTER
283.0,417.0,0.0,2.57,15.7,40.0,8.9,4.786,0.59,2.58,6.944,167.6,BIN_3,CENTER
31.0,412.1,0.0,3.01,17.0,31.1,8.1,1.437,0.791,4.128,5.576,158.8,BIN_5,CENTER
106.0,428.0,0.0,2.54,26.0,40.0,5.6,1.097,0.333,2.291,6.039,191.1,BIN_2,CENTER
41.0,340.9,0.0,3.16,31.1,36.3,12.2,1.125,0.0,1.691,9.676,112.5,BIN_1,CENTER
37.0,321.0,163.465,3.26,19.0,29.9,12.2,0.456,0.0,7.761,4.963,126.3,BIN_1,CENTER
27.0,421.4,0.0,2.84,33.8,29.9,3.8,0.155,0.0,3.003,12.668,168.7,BIN_4,WEST
171.0,377.6,0.0,3.08,15.1,46.8,6.3,0.341,0.928,2.573,8.779,137.3,BIN_5,WEST
102.0,433.1,0.0,2.61,9.7,31.3,7.4,0.655,0.65,2.738,8.166,155.9,BIN_3,WEST
1009.0,428.8,5.952,3.29,14.2,34.6,4.2,1.215,1.934,3.031,7.253,119.3,BIN_5,WEST
73.0,448.1,0.0,2.94,25.7,42.1,5.2,0.172,0.5,1.746,10.013,155.5,BIN_5,WEST
37.0,339.0,0.0,3.02,10.9,38.0,5.7,0.168,0.056,0.438,7.28,113.2,BIN_4,WEST
26.0,399.0,0.0,2.75,30.7,30.3,8.6,0.769,0.809,0.158,3.098,105.4,BIN_3,WEST
44.0,404.1,0.0,2.44,17.3,59.0,7.1,0.288,1.363,0.224,2.809,179.8,BIN_3,WEST
156.0,418.0,310.122,3.07,14.9,24.8,10.5,0.66,0.706,2.1,9.572,131.1,BIN_3,WEST
34.0,392.3,0.0,3.29,18.4,31.1,3.8,0.106,0.279,2.673,6.44,136.9,BIN_5,WEST
39.0,398.9,0.0,2.55,12.4,72.1,7.0,0.181,0.125,0.403,4.954,129.0,BIN_4,WEST
49.0,361.5,0.0,2.98,15.8,36.1,4.3,0.421,0.707,7.868,8.884,131.6,BIN_4,WEST
9.0,347.2,3894.418,3.57,34.8,18.2,6.2,0.087,0.0,2.749,7.991,166.4,BIN_5,WEST
35.0,261.1,0.0,3.75,30.5,36.5,8.4,0.165,0.739,0.574,4.938,123.9,BIN_2,WEST
97.0,383.8,0.0,0.031,15.2,24.1,8.3,0.846,0.849,5.63,5.588,156.7,BIN_3,WEST
93.0,417.4,0.0,2.9,22.8,33.0,5.9,0.379,0.201,1.346,9.948,154.2,BIN_4,WEST
142.0,432.7,25.231,2.75,15.3,34.7,3.2,0.532,1.955,1.21,4.142,123.6,BIN_5,WEST
208.0,489.9,0.0,3.25,16.7,43.7,7.1,0.606,0.867,3.289,6.916,146.7,BIN_5,WEST
97.0,365.5,0.0,3.22,15.6,49.3,5.1,0.596,0.448,1.198,9.687,133.2,BIN_5,WEST
81.0,432.5,205.754,3.27,12.1,37.8,4.7,0.06,1.44,0.57,3.614,114.5,BIN_5,WEST
672.0,408.4,141.386,2.99,12.8,32.9,7.7,0.634,0.644,2.316,6.594,124.8,BIN_4,WEST
12.0,366.9,0.0,2.74,24.4,8.0,2.1,0.661,0.698,0.918,11.134,129.3,BIN_2,WEST
192.0,436.9,0.0,2.38,6.0,30.5,5.8,0.961,1.884,0.298,4.67,173.3,BIN_5,EAST
261.0,488.0,55.071,2.25,10.7,38.8,5.7,0.492,0.486,0.328,3.885,176.1,BIN_3,EAST
188.0,476.2,259.909,2.43,12.1,43.2,7.2,0.616,0.745,0.068,3.308,184.3,BIN_3,EAST
737.0,463.7,632.041,2.36,6.5,15.1,5.0,2.383,3.245,0.403,4.181,159.0,BIN_5,EAST
232.0,450.4,0.0,2.57,12.0,39.3,4.9,0.448,0.314,0.349,4.602,187.8,BIN_5,EAST
48.0,548.5,0.0,2.34,11.9,32.5,7.4,0.0,0.374,0.115,3.97,206.1,BIN_5,EAST
128.0,461.6,118.883,2.39,9.3,34.7,4.3,0.763,0.511,0.707,3.898,173.7,BIN_4,EAST
161.0,438.8,0.0,2.35,15.4,47.6,5.6,0.512,0.468,0.188,4.69,172.0,BIN_2,EAST
393.0,476.0,100.442,2.29,9.1,35.9,6.6,0.633,0.732,0.22,4.093,178.8,BIN_3,EAST
343.0,467.3,443.595,2.32,9.4,31.2,4.8,0.868,0.791,0.107,2.875,165.8,BIN_5,EAST
274.0,463.3,0.0,2.21,11.9,30.9,6.8,0.93,1.051,0.262,3.547,183.7,BIN_4,EAST
369.0,461.9,53.824,2.25,17.1,40.2,5.1,0.67,0.935,0.463,4.807,160.4,BIN_4,EAST
221.0,479.4,0.0,2.29,26.6,40.4,6.8,28.676,0.145,1.323,4.35,216.2,BIN_2,EAST
425.0,372.9,113.526,2.45,4.5,29.8,3.8,9.367,4.44,1.347,5.043,143.8,BIN_5,EAST
98.0,401.8,255.151,2.33,22.3,34.5,5.1,5.291,0.23,0.38,8.07,189.5,BIN_3,EAST
84.0,522.5,0.0,2.68,12.2,56.8,5.0,24.325,0.102,0.297,6.595,216.5,BIN_4,EAST
86.0,432.6,0.0,2.55,10.8,45.2,6.6,20.285,0.112,0.25,4.406,178.9,BIN_3,EAST
391.0,408.9,26.913,2.5,16.2,50.0,4.7,4.046,0.581,0.774,5.594,167.1,BIN_5,EAST
31.0,419.3,0.0,2.1,5.7,48.2,6.0,3.426,0.0,0.131,8.044,173.0,BIN_3,EAST
44.0,472.2,0.0,2.19,20.0,53.4,8.7,5.029,0.0,0.0,5.213,220.5,BIN_2,EAST
180.0,401.6,0.0,2.55,17.7,30.3,4.6,3.456,0.154,0.552,3.636,148.7,BIN_5,EAST
104.0,463.4,0.0,2.51,21.0,29.6,10.5,55.783,0.396,0.579,4.689,165.3,BIN_1,EAST
105.0,325.8,0.0,2.37,11.8,39.5,10.6,2.67,0.485,0.273,6.462,175.8,BIN_1,EAST
82.0,390.1,0.0,0.027,14.4,47.9,11.2,34.468,0.521,1.482,3.637,191.8,BIN_2,EAST
267.0,384.7,0.0,2.5,16.3,32.3,6.0,13.979,0.847,0.667,4.697,160.1,BIN_3,EAST
163.0,503.8,0.0,2.48,6.8,41.6,8.6,29.258,0.808,1.186,4.385,201.8,BIN_5,EAST
168.0,390.6,0.0,2.37,7.5,41.7,6.7,0.928,0.191,0.08,5.656,172.5,BIN_2,EAST
50.0,492.6,0.0,2.47,11.3,41.6,8.2,48.216,0.267,0.183,4.814,214.2,BIN_4,EAST
76.0,434.4,0.0,2.57,5.4,55.8,4.9,31.479,0.146,0.268,2.903,182.2,BIN_1,EAST
1557.0,497.0,74.474,2.78,10.9,32.0,6.8,22.715,3.434,1.998,4.83,165.0,BIN_5,EAST
77.0,417.9,0.0,2.55,7.8,41.3,6.0,5.483,0.972,2.364,6.678,197.4,BIN_5,EAST
29.0,389.7,4221.838,2.35,0.0,63.5,4.1,0.153,0.403,0.019,6.777,169.4,BIN_3,EAST
209.0,421.6,20.23,2.83,14.0,49.6,7.3,14.35,1.435,2.024,4.025,187.1,BIN_5,EAST
56.0,436.4,0.0,2.45,7.8,42.1,10.1,33.147,0.0,0.0,7.26,179.2,BIN_2,EAST
74.0,356.4,0.0,2.43,11.9,35.4,8.4,0.899,0.103,0.123,6.492,218.9,BIN_1,EAST
138.0,414.5,0.0,2.74,5.2,48.5,9.7,32.963,0.448,0.761,5.697,185.4,BIN_4,EAST
66.0,433.5,0.0,2.53,16.8,40.5,8.5,41.037,0.0,0.197,1.973,183.4,BIN_4,EAST
272.0,369.4,43.616,2.84,8.4,39.1,5.0,7.41,1.263,0.75,5.084,162.9,BIN_5,EAST
78.0,372.4,2875.216,2.46,17.8,49.3,5.7,2.519,0.0,0.103,4.275,138.0,BIN_3,EAST
136.0,435.3,0.0,2.5,24.4,33.1,5.2,14.408,0.719,1.749,5.35,176.5,BIN_5,EAST
316.0,422.8,0.0,2.36,9.5,36.4,6.2,8.451,0.266,0.879,5.966,162.0,BIN_3,EAST
389.0,456.6,0.0,2.72,14.6,35.0,5.2,4.446,1.405,0.858,5.176,185.3,BIN_5,EAST
224.0,491.8,26.923,2.57,15.5,40.4,4.7,8.267,0.508,0.224,4.308,200.4,BIN_5,EAST
138.0,486.9,0.0,2.5,19.2,20.9,5.0,17.812,1.326,0.23,2.759,153.4,BIN_5,EAST
84.0,355.3,0.0,2.24,16.0,37.2,9.0,2.742,0.122,0.225,6.072,196.0,BIN_1,EAST
69.0,492.2,0.0,2.17,18.1,39.0,6.4,58.044,0.17,0.689,1.887,174.7,BIN_1,EAST
211.0,412.7,28.47,2.43,15.6,34.8,7.5,36.926,0.6,1.056,5.521,178.3,BIN_2,EAST
568.0,496.6,106.561,2.65,13.4,30.3,4.4,9.299,1.474,0.698,4.125,163.7,BIN_5,EAST
1459.0,444.7,153.773,2.54,13.9,32.3,6.7,29.556,7.371,1.537,5.2,169.1,BIN_5,EAST
416.0,460.1,0.0,2.34,19.5,35.1,14.6,2.248,1.287,9.949,6.719,190.6,BIN_1,WEST
123.0,365.7,0.0,2.24,32.0,34.0,10.9,8.543,1.51,7.802,7.55,169.9,BIN_4,WEST
611.0,420.3,109.679,3.35,27.9,29.8,7.5,3.468,2.123,7.927,6.973,147.5,BIN_3,WEST
1625.0,475.0,421.099,2.41,14.3,25.9,5.7,2.548,5.683,7.669,5.448,135.2,BIN_5,WEST
116.0,396.8,0.0,2.29,25.7,28.8,11.6,1.079,1.299,2.636,9.589,147.6,BIN_3,WEST
513.0,452.2,79.864,2.51,17.0,35.1,12.2,0.668,1.938,5.442,5.383,167.5,BIN_3,WEST
877.0,415.9,29.8,3.32,13.8,29.0,16.2,3.418,7.543,22.652,6.394,162.9,BIN_3,WEST
57.0,408.6,111.545,2.32,36.7,37.3,8.6,0.512,1.089,1.045,8.313,160.8,BIN_2,WEST
45.0,320.8,0.0,2.82,7.7,37.1,13.4,0.551,1.096,8.773,1.991,102.1,BIN_5,WEST
155.0,477.5,0.0,2.61,25.1,43.4,17.6,46.766,0.906,3.446,6.267,192.7,BIN_1,EAST
68.0,391.8,214.854,2.56,23.0,37.1,9.7,23.511,1.815,1.105,8.331,195.6,BIN_1,EAST
815.0,488.9,182.512,2.74,15.2,30.8,7.5,2.098,7.71,11.555,4.941,170.2,BIN_5,WEST
628.0,423.9,182.044,2.38,13.4,28.8,9.8,0.488,1.436,1.705,4.079,144.9,BIN_5,WEST
1948.0,460.5,407.575,2.67,10.7,31.2,8.3,1.415,6.68,2.919,4.433,153.4,BIN_5,WEST
134.0,420.3,0.0,2.26,10.0,27.4,15.2,0.654,0.939,1.471,4.064,167.2,BIN_3,WEST
216.0,433.0,102.055,3.33,10.5,38.1,12.2,0.78,2.663,6.939,6.537,150.4,BIN_5,WEST
419.0,426.3,512.164,2.55,20.6,30.6,7.3,1.191,0.557,0.737,3.913,187.9,BIN_2,EAST
1459.0,443.7,156.36,2.51,6.3,20.1,6.6,2.055,3.662,5.069,4.077,149.4,BIN_5,WEST
1225.0,450.4,83.897,2.72,8.5,21.9,7.6,0.941,4.403,8.99,4.539,145.4,BIN_5,WEST
1108.0,478.8,5.57,2.54,12.0,27.5,10.3,0.999,2.646,2.282,3.959,192.0,BIN_3,WEST
16.0,312.8,0.0,2.38,40.7,39.8,8.0,0.099,0.033,0.397,2.074,158.0,BIN_3,WEST
257.0,459.6,0.0,2.56,15.8,37.7,10.9,19.649,1.179,1.189,4.908,189.1,BIN_2,EAST
290.0,430.4,160.72,2.26,13.9,35.9,12.7,1.415,1.576,1.497,4.74,192.6,BIN_2,WEST
372.0,473.2,0.0,2.63,14.8,45.1,13.2,0.508,1.281,4.61,4.097,174.0,BIN_2,WEST
98.0,455.5,0.0,2.38,23.7,50.1,9.0,1.129,1.503,3.559,1.471,189.4,BIN_1,WEST
412.0,490.8,18.619,2.28,16.7,28.6,12.9,1.833,1.378,3.084,3.962,159.9,BIN_4,WEST
252.0,503.7,0.0,2.53,17.7,35.9,16.4,69.184,0.342,0.161,8.433,217.4,BIN_1,EAST
291.0,444.6,255.061,2.87,15.2,35.5,14.8,3.344,7.186,10.019,7.982,182.8,BIN_2,WEST
